Date,Market Capitalization
2010-09-24,244833
2010-09-25,245517
2010-09-26,246138
2010-09-27,246753
2010-09-28,247440
2010-09-29,248076
2010-09-30,248568
2010-10-01,249006
2010-10-02,249468
2010-10-03,249768
2010-10-04,250134
2010-10-05,250593
2010-10-06,250971
2010-10-07,251484
2010-10-08,293958
2010-10-09,378639
2010-10-10,379350
2010-10-11,422390
2010-10-12,423185
2010-10-13,381564
2010-10-14,467324
2010-10-15,425865
2010-10-16,469425
2010-10-17,428040
2010-10-18,429390
2010-10-19,430635
2010-10-20,431915
2010-10-21,433235
2010-10-22,477581.5
2010-10-23,478428.5
2010-10-24,479391
2010-10-25,524202
2010-10-26,612990
2010-10-27,702488
2010-10-28,836228
2010-10-29,794187
2010-10-30,840427
2010-10-31,887180
2010-11-01,844521.5
2010-11-02,890740
2010-11-03,847875
2010-11-04,849680
2010-11-05,986051
2010-11-06,1123250
2010-11-07,1531326
2010-11-08,1580582.5
2010-11-09,1268316
2010-11-10,1089732
2010-11-11,1001154
2010-11-12,1003563
2010-11-13,1233927
2010-11-14,1282750
2010-11-15,1286334
2010-11-16,1243093.5
2010-11-17,1107336
2010-11-18,1156562.5
2010-11-19,1252557
2010-11-20,1301048
2010-11-21,1302672
2010-11-22,1304632
2010-11-23,1306914
2010-11-24,1308874
2010-11-25,1311352
2010-11-26,1313886
2010-11-27,1316602
2010-11-28,1319122
2010-11-29,1321530
2010-11-30,1135248
2010-12-01,995463
2010-12-02,1044934
2010-12-03,1189775
2010-12-04,1192137.5
2010-12-05,1051600
2010-12-06,958390
2010-12-07,960800
2010-12-08,1059509
2010-12-09,1158684
2010-12-10,1016190
2010-12-11,969270
2010-12-12,1068122
2010-12-13,1070003
2010-12-14,1071554
2010-12-15,1171020
2010-12-16,1173372
2010-12-17,1224425
2010-12-18,1226500
2010-12-19,1228512.5
2010-12-20,1181580
2010-12-21,1331424
2010-12-22,1235250
2010-12-23,1237212.5
2010-12-24,1239025
2010-12-25,1240875
2010-12-26,1242975
2010-12-27,1294579
2010-12-28,1346611.5
2010-12-29,1398852
2010-12-30,1501245
2010-12-31,1503780
2011-01-01,1506210
2011-01-02,1508925
2011-01-03,1511550
2011-01-04,1513890
2011-01-05,1516005
2011-01-06,1518315
2011-01-07,1520430
2011-01-08,1624416
2011-01-09,1627136
2011-01-10,1629744
2011-01-11,1683346.5
2011-01-12,1686184.5
2011-01-13,1688940
2011-01-14,1743316
2011-01-15,2054580
2011-01-16,2006277
2011-01-17,2009670
2011-01-18,1806717.5
2011-01-19,1654112
2011-01-20,1605040.5
2011-01-21,1919134.5
2011-01-22,2130196
2011-01-23,2289672
2011-01-24,2293412
2011-01-25,2193114
2011-01-26,2196390
2011-01-27,2200170
2011-01-28,2255995
2011-01-29,2311936
2011-01-30,2315478
2011-01-31,2477017.5
2011-02-01,2744950
2011-02-02,3806604
2011-02-03,3812292
2011-02-04,3711995
2011-02-05,4303165.5
2011-02-06,4736135
2011-02-07,4744011.5
2011-02-08,4699640
2011-02-09,4867499
2011-02-10,5519255
2011-02-11,5206766
2011-02-12,5538413
2011-02-13,5763983
2011-02-14,5666640
2011-02-15,5785062
2011-02-16,5688742.5
2011-02-17,5700922.5
2011-02-18,5658640
2011-02-19,4906440
2011-02-20,5077474.5
2011-02-21,4649117.5
2011-02-22,4602570
2011-02-23,4776126
2011-02-24,4951755
2011-02-25,5402054
2011-02-26,5192137
2011-02-27,5260482.5
2011-02-28,5050090.5
2011-03-01,4834633.5
2011-03-02,5229737
2011-03-03,5181913.5
2011-03-04,5190562.5
2011-03-05,5088993
2011-03-06,5045535
2011-03-07,4889269.5
2011-03-08,5011056
2011-03-09,4906582.5
2011-03-10,4857065
2011-03-11,5144457.5
2011-03-12,5037177.5
2011-03-13,5156742.5
2011-03-14,5105340
2011-03-15,5053598
2011-03-16,4944906
2011-03-17,4893916
2011-03-18,4786026
2011-03-19,4562920
2011-03-20,4396238
2011-03-21,4344350
2011-03-22,4292737.5
2011-03-23,4583680
2011-03-24,4819458
2011-03-25,4998193.5
2011-03-26,5063256
2011-03-27,5011722
2011-03-28,4787232.5
2011-03-29,4678681.5
2011-03-30,4569597
2011-03-31,4575759
2011-04-01,4525677
2011-04-02,4532541
2011-04-03,4539561
2011-04-04,4546386
2011-04-05,4027944
2011-04-06,4034637
2011-04-07,4273967.5
2011-04-08,4396537.5
2011-04-09,4402762.5
2011-04-10,4349831
2011-04-11,4356232
2011-04-12,4539111.5
2011-04-13,5076666
2011-04-14,5498904
2011-04-15,5802384
2011-04-16,5927600
2011-04-17,6233062.5
2011-04-18,6539775
2011-04-19,6905074
2011-04-20,7092816.5
2011-04-21,6862682.5
2011-04-22,7169880
2011-04-23,8077995
2011-04-24,9707526
2011-04-25,9900660
2011-04-26,9435700
2011-04-27,10414167.5
2011-04-28,11454910
2011-04-29,12798652
2011-04-30,16569054
2011-05-01,20592270
2011-05-02,18742395
2011-05-03,19562627
2011-05-04,20506955.5
2011-05-05,20905850
2011-05-06,20577051.5
2011-05-07,21225469.5
2011-05-08,22243006.5
2011-05-09,23449070
2011-05-10,23371710
2011-05-11,32522688
2011-05-12,33498484.5
2011-05-13,37498032
2011-05-14,48513528
2011-05-15,46686376.5
2011-05-16,42669913.5
2011-05-17,49164860
2011-05-18,45836437.5
2011-05-19,43817056.5
2011-05-20,43063296
2011-05-21,37244988
2011-05-22,38001260
2011-05-23,41413204
2011-05-24,44976753
2011-05-25,46347956.5
2011-05-26,51911496
2011-05-27,55145776
2011-05-28,54645714.5
2011-05-29,53374734
2011-05-30,53386371
2011-05-31,55941360
2011-06-01,56326735
2011-06-02,60123231
2011-06-03,66432464
2011-06-04,87924025
2011-06-05,113554805
2011-06-06,109614141
2011-06-07,119495932.5
2011-06-08,141631717.5
2011-06-09,184041605
2011-06-10,189674550
2011-06-11,157911682.5
2011-06-12,104979685.5
2011-06-13,113317600
2011-06-14,130496373
2011-06-15,126031662
2011-06-16,128464363.5
2011-06-17,117740034.5
2011-06-18,102584820
2011-06-19,108402268
2011-06-20,116370198
2011-06-21,115717461.5
2011-06-22,115938963
2011-06-23,116166593
2011-06-24,116376713
2011-06-25,116565821
2011-06-26,116691017.5
2011-06-27,106880634
2011-06-28,112760932
2011-06-29,113297261
2011-06-30,112907205
2011-07-01,109379753
2011-07-02,105088967.5
2011-07-03,104010998
2011-07-04,104071309
2011-07-05,95507925.5
2011-07-06,86767706
2011-07-07,99905710.5
2011-07-08,101219655
2011-07-09,97010517.5
2011-07-10,97523908
2011-07-11,101692909.5
2011-07-12,97056251
2011-07-13,95729216
2011-07-14,95250915
2011-07-15,95147172
2011-07-16,94509630
2011-07-17,93388655.5
2011-07-18,90631987.5
2011-07-19,90813099
2011-07-20,95637712.5
2011-07-21,93957208
2011-07-22,93717712
2011-07-23,94095828
2011-07-24,94057979
2011-07-25,95963784
2011-07-26,97528086
2011-07-27,96062900
2011-07-28,96529815
2011-07-29,93866947.5
2011-07-30,93700631.5
2011-07-31,93942172.5
2011-08-01,93434880
2011-08-02,91388082.5
2011-08-03,85148349
2011-08-04,68781388
2011-08-05,74500607.5
2011-08-06,70172070
2011-08-07,50296566.5
2011-08-08,54682886.5
2011-08-09,54455656.5
2011-08-10,69175295
2011-08-11,70163266.5
2011-08-12,66575994
2011-08-13,66075082.5
2011-08-14,70221202.5
2011-08-15,75503893.5
2011-08-16,79242249
2011-08-17,77770786.5
2011-08-18,77209314
2011-08-19,76934055.5
2011-08-20,81680826
2011-08-21,81342946
2011-08-22,80582730
2011-08-23,77977502.5
2011-08-24,78204840
2011-08-25,77637430
2011-08-26,70153788
2011-08-27,60091856
2011-08-28,61500369
2011-08-29,64481274
2011-08-30,64042620
2011-08-31,62961891
2011-09-01,59301275.5
2011-09-02,58995762
2011-09-03,61359046
2011-09-04,61205196.5
2011-09-05,58886593
2011-09-06,54914673
2011-09-07,49056560
2011-09-08,51341310
2011-09-09,48207091.5
2011-09-10,37405725.5
2011-09-11,35484820
2011-09-12,43198378
2011-09-13,43963482
2011-09-14,42118440
2011-09-15,40634269
2011-09-16,35729579
2011-09-17,35103337
2011-09-18,34771153.5
2011-09-19,37654842
2011-09-20,39148368
2011-09-21,44668988
2011-09-22,41127722
2011-09-23,39997230
2011-09-24,40840075.5
2011-09-25,39921984
2011-09-26,39151248.5
2011-09-27,36099056.5
2011-09-28,35910944
2011-09-29,35062874
2011-09-30,34945176
2011-10-01,37482780
2011-10-02,37223676
2011-10-03,37032417
2011-10-04,36846771
2011-10-05,36504431.5
2011-10-06,36095466
2011-10-07,34939722
2011-10-08,31779428
2011-10-09,29872821
2011-10-10,30865210
2011-10-11,30518555
2011-10-12,29345908
2011-10-13,30636762
2011-10-14,30358333.5
2011-10-15,29864000
2011-10-16,28919349
2011-10-17,26923140
2011-10-18,20283130.5
2011-10-19,18876186
2011-10-20,17093616
2011-10-21,17481873.5
2011-10-22,19223040
2011-10-23,23217951
2011-10-24,23535409
2011-10-25,20168742
2011-10-26,20788596
2011-10-27,20804742
2011-10-28,22477991
2011-10-29,23776830
2011-10-30,26891706
2011-10-31,25172802
2011-11-01,24362359
2011-11-02,24007836.5
2011-11-03,24562926
2011-11-04,24127932
2011-11-05,23695620
2011-11-06,22730129.5
2011-11-07,22523380
2011-11-08,22923708.5
2011-11-09,23403531
2011-11-10,22741423
2011-11-11,21845824
2011-11-12,23162380.5
2011-11-13,23337075
2011-11-14,22976100
2011-11-15,18168064.5
2011-11-16,17803912
2011-11-17,19278933.5
2011-11-18,17220672
2011-11-19,16081400.5
2011-11-20,16864314
2011-11-21,17265360
2011-11-22,17432849
2011-11-23,17911908
2011-11-24,18004725.5
2011-11-25,18791190
2011-11-26,19271977.5
2011-11-27,19209460
2011-11-28,19146081.5
2011-11-29,19627234
2011-11-30,21508219
2011-12-01,22852032
2011-12-02,23812614
2011-12-03,24224412
2011-12-04,22298848
2011-12-05,21772044
2011-12-06,22497120
2011-12-07,23538350.5
2011-12-08,23480850
2011-12-09,23270395.5
2011-12-10,23370650
2011-12-11,23941585
2011-12-12,25379079
2011-12-13,24849134
2011-12-14,25420907.5
2011-12-15,24657827
2011-12-16,25148365
2011-12-17,25167186
2011-12-18,25270080
2011-12-19,25293120
2011-12-20,27454813.5
2011-12-21,31358250
2011-12-22,30991442
2011-12-23,30465024
2011-12-24,31206951
2011-12-25,31235443.5
2011-12-26,33258797
2011-12-27,32100965
2011-12-28,32289637.5
2011-12-29,33278685
2011-12-30,33467206
2011-12-31,33736790
2012-01-01,37289553
2012-01-02,41730537
2012-01-03,41850045
2012-01-04,39243228
2012-01-05,43456636.5
2012-01-06,52099200
2012-01-07,54086256
2012-01-08,54470390
2012-01-09,57106572
2012-01-10,51109053
2012-01-11,51719360
2012-01-12,55408280
2012-01-13,54732678
2012-01-14,52835146
2012-01-15,54344035
2012-01-16,56420100
2012-01-17,54530492.5
2012-01-18,48726254
2012-01-19,48276130
2012-01-20,50765155
2012-01-21,52768026
2012-01-22,51024687.5
2012-01-23,51639140
2012-01-24,51692860
2012-01-25,51654922
2012-01-26,47522880
2012-01-27,45184755
2012-01-28,43417939.5
2012-01-29,46167176
2012-01-30,44569473
2012-01-31,45274625
2012-02-01,45480660
2012-02-02,48240855
2012-02-03,50103297.5
2012-02-04,49159792.5
2012-02-05,48214100
2012-02-06,46765615
2012-02-07,45978420
2012-02-08,47011387.5
2012-02-09,46554585
2012-02-10,47342775
2012-02-11,48961508.5
2012-02-12,47008847.5
2012-02-13,46220677.5
2012-02-14,44508366
2012-02-15,37955190
2012-02-16,37234310
2012-02-17,35343342
2012-02-18,37048090
2012-02-19,35495372
2012-02-20,37204758
2012-02-21,36564922
2012-02-22,36089470
2012-02-23,37383782.5
2012-02-24,41625292.5
2012-02-25,41746336
2012-02-26,40607777
2012-02-27,41824456
2012-02-28,41778247.5
2012-02-29,41057523
2012-03-01,40509030
2012-03-02,41730231.5
2012-03-03,39814875
2012-03-04,39332816
2012-03-05,40891675
2012-03-06,41945540
2012-03-07,42234314.5
2012-03-08,41847306
2012-03-09,41715415
2012-03-10,41586140
2012-03-11,41711700
2012-03-12,41744463
2012-03-13,41699600
2012-03-14,44646660
2012-03-15,45966394.5
2012-03-16,45056634
2012-03-17,45782757
2012-03-18,45399044.5
2012-03-19,45011862
2012-03-20,41352532
2012-03-21,41046804
2012-03-22,41342880
2012-03-23,40863540
2012-03-24,40462037
2012-03-25,40246090
2012-03-26,39591123
2012-03-27,40058297
2012-03-28,40873784
2012-03-29,41515888
2012-03-30,41376172.5
2012-03-31,41933818.5
2012-04-01,42496300.5
2012-04-02,41661264.5
2012-04-03,42994549
2012-04-04,42766100
2012-04-05,42625396.5
2012-04-06,42828457
2012-04-07,43211025
2012-04-08,41408403
2012-04-09,41618822
2012-04-10,42178615
2012-04-11,42126461
2012-04-12,42949235
2012-04-13,42804920
2012-04-14,42922708.5
2012-04-15,43659462
2012-04-16,43334453.5
2012-04-17,43195479.5
2012-04-18,43668832
2012-04-19,44934570
2012-04-20,45327347
2012-04-21,46514337.5
2012-04-22,46466577
2012-04-23,45796121
2012-04-24,44857839
2012-04-25,44892822
2012-04-26,45368064
2012-04-27,45052996
2012-04-28,45176040.5
2012-04-29,44059928
2012-04-30,44015400
2012-05-01,44059702.5
2012-05-02,44279966.5
2012-05-03,45119767
2012-05-04,45516480
2012-05-05,45378878
2012-05-06,45063648
2012-05-07,45104976
2012-05-08,45237395
2012-05-09,45102501
2012-05-10,44964750
2012-05-11,44188734
2012-05-12,44313798
2012-05-13,44435300
2012-05-14,44469880
2012-05-15,45134839.5
2012-05-16,45077250
2012-05-17,45829220
2012-05-18,45858684
2012-05-19,46166550.5
2012-05-20,46023780
2012-05-21,46149390
2012-05-22,46000416
2012-05-23,46029626
2012-05-24,46334669.5
2012-05-25,46457344
2012-05-26,46397522.5
2012-05-27,46252066.5
2012-05-28,46383480
2012-05-29,46601728
2012-05-30,46816148
2012-05-31,46849815
2012-06-01,47067714
2012-06-02,47928562.5
2012-06-03,47696445
2012-06-04,48102174
2012-06-05,47959886
2012-06-06,49555600
2012-06-07,49872016
2012-06-08,50735538
2012-06-09,51509056.5
2012-06-10,51097512
2012-06-11,50223810
2012-06-12,50814360
2012-06-13,52239411
2012-06-14,55048176
2012-06-15,54541026
2012-06-16,57728437.5
2012-06-17,59348727
2012-06-18,57735912
2012-06-19,58901868
2012-06-20,59875479
2012-06-21,61499217
2012-06-22,61822782
2012-06-23,61032672
2012-06-24,59784854
2012-06-25,59082622.5
2012-06-26,58665915
2012-06-27,59551605
2012-06-28,61375937
2012-06-29,61514355
2012-06-30,61749298
2012-07-01,62353828
2012-07-02,61746300
2012-07-03,62920032
2012-07-04,61193283
2012-07-05,60960900
2012-07-06,62509428
2012-07-07,62467107.5
2012-07-08,63556506
2012-07-09,64737360
2012-07-10,64793432
2012-07-11,67107068
2012-07-12,67154772
2012-07-13,70134370.5
2012-07-14,73123650
2012-07-15,71578513.5
2012-07-16,71631503.5
2012-07-17,77843811
2012-07-18,81042457.5
2012-07-19,85093008
2012-07-20,85628213
2012-07-21,79899625.5
2012-07-22,84237336
2012-07-23,80975628.5
2012-07-24,81702192
2012-07-25,82057174.5
2012-07-26,82412208
2012-07-27,84203658
2012-07-28,84855504
2012-07-29,85784146.5
2012-07-30,83657095
2012-07-31,86320755.5
2012-08-01,89063694.5
2012-08-02,90660937.5
2012-08-03,99476720
2012-08-04,104653989
2012-08-05,105700721
2012-08-06,102408404
2012-08-07,104601891
2012-08-08,106329751.5
2012-08-09,106517784
2012-08-10,108349857
2012-08-11,110080363.5
2012-08-12,111240075
2012-08-13,115494330
2012-08-14,114523980
2012-08-15,117040979.5
2012-08-16,125002976
2012-08-17,129667215
2012-08-18,116346006
2012-08-19,114101815.5
2012-08-20,81883544.5
2012-08-21,95015212.5
2012-08-22,97733076
2012-08-23,98201696
2012-08-24,98186992.5
2012-08-25,101781172.5
2012-08-26,102537892
2012-08-27,103513067
2012-08-28,106823815
2012-08-29,107298426
2012-08-30,106605018
2012-08-31,105706240
2012-09-01,99784650
2012-09-02,99374405
2012-09-03,99752642.5
2012-09-04,102690142
2012-09-05,101980835
2012-09-06,106516182.5
2012-09-07,109078512
2012-09-08,109566796
2012-09-09,108954409.5
2012-09-10,109140978
2012-09-11,110016540
2012-09-12,111783185.5
2012-09-13,112069056
2012-09-14,112837744
2012-09-15,115613830
2012-09-16,116493422
2012-09-17,118877625
